code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002156,通富微电,半导体,江苏,62.75,64986.67,74817.7,404485.03,132650,242411.91,109837.13,1.47,0.046,3.69,3.15,20070816
002157,正邦科技,饲料,江西,0,38622.83,59634.66,753722.31,266644.03,301592.66,103768.03,1.74,-0.105,3.27,4.95,20070817
002158,汉钟精机,工程机械,上海,40.53,26387,29465.61,128298.15,87544.4,23947.9,17712.67,0.6,0.095,3.77,4.11,20070817
002159,三特索道,旅游景点,湖北,0,11987.5,13866.66,209349.31,50440.1,79501.75,54215.92,3.91,-0.151,6.45,3.47,20070817
002160,常铝股份,铝,江苏,113.99,32469.63,63624.55,297726.78,140946.13,86048.77,47669.05,0.75,0.03,2.22,3.98,20070821
002161,远 望 谷,通信设备,深圳,972.47,69472.39,73975.74,164180.52,66820.75,25479.42,32079.15,0.43,0.004,1.97,7.56,20070821
002162,斯米克,陶瓷,上海,0,62700,65550,208761.61,65474.26,65885.11,47345.09,0.72,-0.033,1.2,5.26,20070823
002163,中航三鑫,装修装饰,深圳,0,68306.6,80355,693705.25,293276.22,248502.2,58964.46,0.73,-0.046,1.15,7.24,20070823
002164,宁波东力,电气设备,浙江,0,40512.5,44562.5,180800.84,79201.03,66766.93,43837.55,0.98,-0.004,2.49,3.92,20070823
002165,红 宝 丽,化工原料,江苏,34.85,52747.85,53927.48,176243.23,93064,69418.15,5714.1,0.11,0.051,1.93,3.72,20070913
002166,莱茵生物,中成药,广西,307.93,10185.87,14576.04,150072.91,99597.84,13380.04,8321.75,0.57,0.023,1.88,15.43,20070913
002167,东方锆业,小金属,广东,0,47311.01,62094.6,285230.41,89394.36,101598.88,80514.53,1.3,-0.037,2.07,3.48,20070913
002168,深圳惠程,电气设备,深圳,110.37,74283.65,75710.47,162720.86,106550.86,41385.98,1433.54,0.02,0.026,1.4,8.25,20070919
002169,智光电气,电气设备,广东,719.15,24543.3,26647.24,161901.59,84645.71,34340.4,16056.42,0.6,0.005,2.24,6.99,20070919
002170,芭田股份,农药化肥,深圳,190.28,63206.58,85155.34,329227.84,103626.88,31860.98,19952.09,0.23,0.034,1.88,13.87,20070919
002171,精诚铜业,铜,安徽,0,32390.1,39820.33,219060.34,144670.52,56533.46,41033.21,1.03,-0.008,2.75,6.02,20070921
002172,澳洋科技,化纤,江苏,0,53754.96,55934.89,248517.91,78673.93,147551.52,46645.12,0.83,-0.012,0.91,7.36,20070921
002173,千足珍珠,农业综合,浙江,0,10804.08,20500,104211.75,88133.07,7599.49,3912.6,0.19,-0.033,2.3,5.68,20070925
002174,游族网络,互联网,福建,45.68,8800.3,27571,159053.05,52270.42,69939.55,-1088.95,-0.04,0.378,3.65,18.93,20070925
002175,广陆数测,电器仪表,广西,4699.11,17252.91,23056.58,116488.21,50113.2,14758.51,56274.93,2.44,0.002,3.48,12.9,20071012
002176,江特电机,电气设备,江西,110.99,42548.76,52315.78,229633.91,121928.75,45875.44,108248.88,2.07,0.034,3.69,4.14,20071012
002177,御银股份,电脑设备,广东,48.46,54339.6,76119.13,195901.48,103881.11,30622.74,2967.95,0.04,0.044,2.16,3.93,20071101
002178,延华智能,建筑施工,上海,205.36,56616.55,67090.13,122829.97,96689.18,12216.37,25445.1,0.38,0.011,1.12,8.31,20071101
002179,中航光电,元器件,河南,52.6,57760.62,60251.48,645626.38,476414.69,116026.81,107950.07,1.79,0.139,4.89,5.96,20071101
002180,艾派克,电脑设备,广东,62.02,10219.74,42273.66,70822.28,69683.28,802.52,-34073.8,-0.81,0.144,1.48,24.19,20071113
002181,粤 传 媒,出版业,广东,662.67,114086.52,116105.82,498293.75,276163.06,76313.24,171238.31,1.47,0.003,3.75,2.46,20071116
002182,云海金属,小金属,江苏,180.83,22064.83,28800,283667.22,142443.31,114069.72,44955.64,1.56,0.013,3.18,2.92,20071113
002183,怡 亚 通,仓储物流,深圳,172.3,100047.71,103737.49,2265905,1822915.75,59195.3,88397.3,0.85,0.106,3.3,22.14,20071113
002184,海得控制,软件服务,上海,191.52,13308.04,22000,154112.45,120582.07,23817.78,25726.84,1.17,0.04,3.53,8.62,20071116
002185,华天科技,半导体,甘肃,40.65,69673.54,69703.46,426261.69,168219.06,188828.27,68916.86,0.99,0.092,3.55,4.23,20071120
002186,全 聚 德,酒店餐饮,北京,52.82,28027.94,30846.39,174243.77,82968.97,61597.73,53977.07,1.75,0.104,4.34,5.08,20071120
002187,广百股份,百货,广东,16.21,33572.48,34242.26,450218.69,276568.5,106137.86,92804.55,2.71,0.212,7.18,1.91,20071122
002188,新 嘉 联,元器件,浙江,0,14873.11,15600,32446.02,23160.5,8334.91,11218.55,0.72,-0.026,1.9,10.73,20071122
002189,利达光电,元器件,河南,0,19852.55,19924,82383.72,52291.1,27945.75,18514.51,0.93,-0.005,2.56,7.56,20071203
002190,成飞集成,汽车配件,四川,325.62,34518.83,34518.83,345573.78,183355.97,106274.63,97443.53,2.82,0.027,4.75,7.44,20071203
002191,劲嘉股份,广告包装,深圳,23.88,128400,131550,515513.06,189407.88,136872.31,57375.21,0.44,0.201,2.84,6.76,20071205
002192,*ST路翔,化工原料,广东,0,11442.12,17310.34,87048.56,28345.41,13277.15,18772.59,1.08,-0.056,1.91,13,20071205
002193,山东如意,纺织,山东,150.21,15991.96,16000,191305.2,131356.44,45108.06,22275.36,1.39,0.024,4.21,3.38,20071207
002194,武汉凡谷,通信设备,湖北,186.22,39265.07,55588,254976.38,199149.63,38908.6,70817.81,1.27,0.036,3.68,7.34,20071207
002195,二三四五,软件服务,上海,101.59,26268.35,87173.27,434681.84,169820.61,17984.27,282269,3.24,0.072,4.69,6.27,20071212
002196,方正电机,纺织机械,浙江,177.55,8997.8,17833.09,127853.65,74427.9,27720.99,60029.03,3.37,0.031,4.9,4.49,20071212
002197,证通电子,电器仪表,深圳,634.67,33685.62,42871.64,212740.22,146126.63,15465.04,57927.13,1.35,0.008,2.65,7.68,20071218
002198,嘉应制药,中成药,广东,81.41,37428.57,50750.98,101405.17,27923.97,18786.6,12340.65,0.24,0.028,1.73,5.23,20071218
002199,东晶电子,元器件,浙江,0,14318.37,24344.24,171817.23,45497.93,97275.2,51555.8,2.12,-0.079,2.87,5.2,20071221
002200,云投生态,环境保护,云南,558.9,10782.91,18413.28,231208.02,179901.67,12586.92,77234.55,4.19,0.012,4.39,6.17,20071221
002201,九鼎新材,玻璃,江苏,534.01,21766.63,22848.8,167165.25,71864.25,59543.98,3404.38,0.15,0.008,1.88,8.7,20071226
002202,金风科技,电气设备,新疆,47.85,214795.69,269458.81,4332761.5,2490707.25,853456.5,794211.13,2.95,0.092,5.53,3.2,20071226
002203,海亮股份,铜,浙江,46.1,146151.59,167140.09,917281.19,580077.25,87950.21,10944.38,0.07,0.069,2.18,5.84,20080116
002204,大连重工,专用机械,辽宁,264.75,96568.5,96568.5,1798880.75,1347212.13,364049.53,333319.66,3.45,0.009,6.74,1.45,20080116
002205,国统股份,其他建材,新疆,0,11615.2,11615.2,173923.56,117413.55,45124.59,52237.48,4.5,-0.086,8.32,2.92,20080123
002206,海 利 得,化纤,浙江,22.52,34288.98,44977.05,358395.63,171358.17,106510.67,103938.81,2.31,0.117,4.4,2.4,20080123
002207,准油股份,石油开采,新疆,0,17568.39,23917.74,89864.61,57831.16,24144.23,22160.1,0.93,-0.068,2.4,5.73,20080128
002208,合肥城建,区域地产,安徽,227.09,31672.41,32010,629818.38,615866.5,6850.07,29001.14,0.91,0.011,4.67,2.21,20080128
002209,达 意 隆,轻工机械,广东,342.09,12659.62,19524.4,159219.88,102594.7,45065.01,22323.7,1.14,0.019,3.35,7.91,20080130
002210,飞马国际,仓储物流,深圳,80.15,58167.35,59670,1705894.25,1670970.5,3521.12,5069.15,0.08,0.09,1.43,20.18,20080130
002211,宏达新材,橡胶,江苏,758.74,27761.76,43247.57,119405.86,40902.59,23361.85,103788.3,2.4,0.003,1.91,4.67,20080201
002212,南洋股份,电气设备,广东,157.59,29044.32,51026,294435.63,146158.88,55319.94,54541.68,1.07,0.019,3.45,3.46,20080201
002213,特 尔 佳,汽车配件,深圳,241.83,13710.79,20600,43385.85,24252.85,7608.13,77.23,0,0.013,1.67,7.23,20080201
002214,大立科技,电器仪表,浙江,1364.92,34585.01,45866.67,125907.32,109534.01,9495.74,42749.9,0.93,0.004,2.04,10.24,20080218
002215,诺 普 信,农药化肥,深圳,31.27,68233.54,91497.38,267269.66,149201.42,25281.13,23569.17,0.26,0.091,1.78,6.37,20080218
002216,三全食品,食品,河南,89.95,55711.1,80421.75,339701.5,149780.22,121640.32,64684.95,0.8,0.033,2.34,5.07,20080220
002217,合力泰,化工原料,山东,165.45,36859.39,107842.79,339114.91,167431.66,130868.35,40867.85,0.38,0.032,1.72,12.23,20080220
002218,拓日新能,半导体,深圳,186.55,47959.26,61817.1,421613.41,218995.91,150998.06,192376.41,3.11,0.011,4.2,1.95,20080228
002219,恒康医疗,中成药,甘肃,132.1,60297.35,75650.4,313185.47,129717.85,67478.24,9340.55,0.12,0.07,1.74,21.39,20080306
002220,天宝股份,食品,辽宁,53.41,38948.12,46472.71,449259.91,212358.84,55790.48,50410.75,1.08,0.041,3.8,2.28,20080228
002221,东华能源,石油贸易,江苏,221.66,55336.35,69234.61,1375747.25,832463.13,100579.61,182731.8,2.64,0.03,4.19,6.35,20080306
002222,福晶科技,元器件,福建,60.84,27611.57,28500,67102.78,24603.24,33991.93,21001.52,0.74,0.052,2.11,5.95,20080319
002223,鱼跃医疗,医疗保健,江苏,90.23,24871.3,58476.69,227899.25,173597.22,39727.93,6925.77,0.12,0.186,3.18,21.14,20080418
002224,三 力 士,橡胶,浙江,92.1,45303.6,65466.96,140721.13,96388.18,32555.22,9816.42,0.15,0.035,1.91,6.65,20080425
002225,濮耐股份,其他建材,河南,41.51,55280.58,89008.14,497585.91,339678.94,73371,95387.4,1.07,0.053,2.89,3.06,20080425
002226,江南化工,化工原料,安徽,139.52,79102.11,79657.1,392818.69,125917.67,89728.25,151502.56,1.9,0.024,3.22,4.09,20080506
002227,奥 特 迅,电气设备,深圳,0,21806,21944.91,95363.93,72589.55,2219.55,28411.38,1.29,-0.057,3.43,6.27,20080506
002228,合兴包装,广告包装,福建,112.94,34750.39,37249.01,253783.47,133444.44,69366.4,27803.39,0.75,0.06,3.11,7.77,20080508
002229,鸿博股份,广告包装,福建,0,18579.65,29818.59,136953.61,58635.61,50551.21,33434.06,1.12,-0.012,2.88,5.07,20080508
002230,科大讯飞,软件服务,安徽,151.22,89371.64,121610.1,508869.44,238118.41,70890.96,202319.06,1.66,0.055,3.19,10.39,20080512
002231,奥维通信,通信设备,辽宁,0,20369,35680,87846.21,77805.61,4829.98,15218.26,0.43,-0.014,1.81,6.27,20080512
002232,启明信息,软件服务,吉林,1286.62,39797.07,40854.83,154482.38,89585.31,36868.18,26188.17,0.64,0.002,2.46,5.22,20080509
002233,塔牌集团,水泥,广东,33.41,75965.59,89465.59,532911,190183.63,247865.42,107320.15,1.2,0.116,4.85,3.2,20080516
002234,民和股份,农业综合,山东,0,20664.49,30204.66,210328.7,89794.28,78057.36,86187.93,2.85,-0.138,3.81,2.59,20080516
002235,安妮股份,造纸,福建,916.25,12751.45,19500,71775.8,30621.53,23631.22,16990.99,0.87,0.008,1.82,16,20080516
002236,大华股份,电器仪表,浙江,91.3,66024.47,117027.07,751333.63,626741.75,62277.05,137714.09,1.18,0.088,4.54,7.12,20080520
002237,恒邦股份,黄金,山东,40.94,80410,91040,1100466.13,757307.19,285397.66,143746.97,1.58,0.068,3.97,2.79,20080520
002238,天威视讯,影视音像,深圳,47.99,41652,51446.1,312401.66,142615.92,83167.84,53185.17,1.03,0.124,4.73,5.03,20080526
002239,金 飞 达,服饰,江苏,2072.19,42210,107297.29,69830.84,55294.91,12415.21,2998.58,0.03,0.002,1.5,12.23,20080522
002240,威华股份,家居用品,广东,0,35681.82,49070.39,272222.59,100685.93,153236.77,0,0,-0.006,3.21,2.51,20080523
002241,歌尔声学,元器件,山东,40.75,122525.53,152643.2,1663477.13,943077.63,527654.13,206568.3,1.35,0.177,5.64,5.11,20080522
002242,九阳股份,家用电器,山东,30.77,76095,76775.5,453678.06,313983.38,79582.72,93127.43,1.21,0.155,4.19,4.55,20080528
002243,通产丽星,塑料,深圳,0,30990.88,36494.89,190352.38,69418.11,89147.11,75973.88,2.08,-0.038,3.9,2.31,20080528
002244,滨江集团,区域地产,浙江,19.76,229546,270400,3817915.5,3613040.75,33842.8,56482.28,0.21,0.107,3.05,2.77,20080529
002245,澳洋顺昌,仓储物流,江苏,28.43,89518.77,97375.65,244585.91,150226.88,68753.68,5714.96,0.06,0.053,1.47,4.11,20080605
002246,北化股份,化工原料,四川,176.03,41368.64,41368.64,162557.84,84654.06,50900.6,30404.69,0.73,0.02,2.7,3.87,20080605
002247,帝龙新材,装修装饰,浙江,102.3,22198.69,26460.69,121140.25,74363.38,32421.1,42621.73,1.61,0.047,3.8,5.02,20080612
002248,华东数控,机床制造,山东,0,20291.75,30749.56,239221.67,109624.26,89053.46,73436.7,2.39,-0.074,3.45,4.84,20080612
002249,大洋电机,电气设备,广东,85.21,90536.7,172282.27,625629.63,403226.94,98321.32,109035.76,0.63,0.031,2.01,5.28,20080619
002250,联化科技,化工原料,浙江,28.83,55054.6,83511.34,590658.69,214864.34,208292.13,88986.71,1.07,0.18,4.55,4.57,20080619
002251,步 步 高,超市连锁,湖南,18.4,57895.21,77898.54,1186065.38,448368.06,340903.88,298663.28,3.83,0.228,6.45,2.6,20080619
002252,上海莱士,生物制药,上海,77.97,98856.52,137812.98,971220.13,300422.41,100436.65,628076.5,4.56,0.275,6.59,13,20080623
002253,川大智胜,软件服务,四川,196.67,12671.86,13924.55,103061.95,40240,23784.17,44312.1,3.18,0.031,5.83,4.11,20080623
002254,泰和新材,化纤,山东,80.57,61059.07,61083.35,254136.8,120833.81,111003.07,33318.37,0.55,0.036,3.1,3.77,20080625
002255,海陆重工,专用机械,江苏,77.82,40468.42,51640,318341.66,226450.22,53398.2,60211.38,1.17,0.023,3.02,2.33,20080625
002256,彩虹精化,染料涂料,深圳,83.05,31320,31460,131665.7,58646.58,6277.47,7444.47,0.24,0.048,1.79,8.99,20080625
002258,利尔化学,农药化肥,四川,34.44,20107.91,20244.4,212714.3,76912,86825.82,42536.78,2.1,0.146,5.88,3.42,20080708
002259,升达林业,家居用品,四川,0,60741.28,64332,192793.19,122989.85,50783.03,8988.12,0.14,-0.014,1.29,6.45,20080716
002260,德奥通航,航空,广东,0,26520,26520,68411.8,37728.78,10712.53,982.96,0.04,-0.051,1.26,21.55,20080716
002261,拓维信息,互联网,湖南,30.75,26106.63,44271.07,218075.8,100074.88,9347.69,77054.09,1.74,0.25,3.8,7.86,20080723
002262,恩华药业,化学制药,江苏,68.2,39586.03,48516.67,208483.13,135583.31,24481.78,1157.6,0.02,0.124,2.34,14.43,20080723
002263,大 东 南,塑料,浙江,0,84536.92,93918,358916.34,101756.77,144379.55,152930.94,1.63,-0.01,2.67,2.41,20080728
002264,新 华 都,超市连锁,福建,65.51,53625.42,54150.19,370989.38,174139.22,40098.26,32267.14,0.6,0.031,2.01,4.09,20080731
002265,西仪股份,汽车配件,云南,0,29102.59,29102.59,78298.05,50320.3,22538.51,14283.32,0.49,-0.015,1.76,7.52,20080806
002266,浙富控股,电气设备,浙江,606.28,142535.31,197871.98,513327.91,160843.81,52754.69,58899.86,0.3,0.003,1.45,5.01,20080806
002267,陕天然气,供气供热,陕西,15.69,101683.72,111207.54,986319.13,198877.27,644956.56,128990.01,1.16,0.273,4.34,3.95,20080813
002268,卫 士 通,软件服务,四川,0,34439.6,43252.33,177252.56,144307.17,27535.61,51438.4,1.19,-0.072,2.76,30.7,20080811
002269,美邦服饰,服饰,上海,161.85,251250,252750,710084.81,381993.78,184906.27,112387.35,0.44,0.015,1.45,6.84,20080828
002270,法因数控,机床制造,山东,187.66,13945.01,18915,74003.4,37221.4,28114.36,21767.73,1.15,0.014,3.09,3.4,20080905
002271,东方雨虹,其他建材,北京,106.67,44375.39,83265.32,495751.91,328804.94,93108.68,181632.56,2.18,0.053,4.19,5.41,20080910
002272,川润股份,机械基件,四川,487.5,31256.15,41970,196683.91,129082.92,53209.78,63770.71,1.52,0.006,2.91,3.84,20080919
002273,水晶光电,元器件,浙江,57,35641.67,38134.28,187461.69,67231.27,64415.41,45976.37,1.21,0.092,3.76,5.58,20080919
002274,华昌化工,农药化肥,江苏,0,49063.26,49990.98,702908.94,195651.92,186641.41,78800.02,1.58,-0.074,4.21,1.62,20080925
002275,桂林三金,中成药,广西,63.83,52509.67,59020,277227.22,162339.55,25267.17,67881.75,1.15,0.086,4.02,5.48,20090710
002276,万马股份,电气设备,浙江,308.85,83702.78,93932.54,432315.5,320957.13,65929.5,78679,0.84,0.028,2.92,11.69,20090710
002277,友阿股份,百货,湖南,12.97,56550.96,56550.96,858445.38,384960.97,103142.02,66266.1,1.17,0.263,5.52,2.48,20090717
002278,神开股份,化工机械,上海,138.82,25538.84,36390.96,185608.19,115930.32,17248.13,52749.2,1.45,0.029,3.3,4.87,20090811
002279,久其软件,软件服务,北京,0,9005.7,19781.08,130640.2,46369.5,14169.67,77551.56,3.92,-0.08,6.36,5.1,20090811
002280,联络互动,软件服务,浙江,116.97,14464.03,70249.78,101124,99081.02,69.65,28430.41,0.4,0.085,1.21,32.96,20090821
002281,光迅科技,通信设备,湖北,42.74,16283.01,20988.96,378435.94,310701.47,59897.16,147154,7.01,0.19,12.11,2.8,20090821
002282,博深工具,轻工机械,河北,208.22,18638.78,33813,104757.46,57635.05,27646.05,42147.9,1.25,0.012,2.38,4.18,20090821
002283,天润曲轴,汽车配件,山东,57.17,55941.17,55941.17,516627.09,201658.56,205694.44,182534.72,3.26,0.053,5.76,2.12,20090821
002284,亚太股份,汽车配件,浙江,71.72,52249.55,73755.6,428695.06,291567.72,86473.31,132143.19,1.79,0.06,3.42,5.07,20090828
002285,世联行,房产服务,深圳,125.78,122164.11,144569.63,454078.25,359860.34,20961.67,35382.28,0.24,0.035,2.72,6.44,20090828
002286,保龄宝,食品,山东,58.9,26578.28,36925.6,187200.63,73374.11,65706.68,79956.31,2.17,0.042,3.97,2.47,20090828
002287,奇正藏药,中成药,西藏,64.13,40600,40600,181136.31,137434.56,24849.57,41102.18,1.01,0.137,3.84,9.13,20090828
002288,超华科技,元器件,广东,269.38,66018.78,93164.38,229617,141349.63,55974.73,51990.06,0.56,0.016,1.26,14.05,20090903
002289,宇顺电子,元器件,深圳,0,12558.53,18683.58,396801.69,257450.22,52698.51,179869.52,9.63,-0.201,8.72,5.15,20090903
002290,禾盛新材,家用电器,江苏,120.22,13409.41,21067.19,136896.95,96039.43,20065.35,44511,2.11,0.049,4.03,5.83,20090903
002291,星期六,服饰,广东,91.92,36335,39892.19,294824.63,251158.95,14333.01,80846.75,2.03,0.031,4.59,2.45,20090903
002292,奥飞动漫,影视音像,广东,149.76,64721.23,126388.03,415136.84,208523.56,26491.15,86365.86,0.68,0.063,2.08,18.22,20090910
002293,罗莱家纺,服饰,江苏,30.08,70181.54,70181.54,318054.03,235520.97,39094.62,76666.9,1.09,0.166,3.62,5.5,20090910
002294,信立泰,化学制药,深圳,27.06,45917.53,104601.6,471312.69,261999.22,83943.96,57419.42,0.55,0.3,3.91,8.29,20090910
002295,精艺股份,铜,广东,0,18221.17,24860,131365.16,95080.68,25503.38,36690.34,1.48,-0.028,3.68,5.65,20090929
002296,辉煌科技,通信设备,河南,496.13,28785.3,37665.64,197163.36,156650.13,8399.76,63554.63,1.69,0.011,3.7,5.71,20090929
002297,博云新材,矿物制品,湖南,0,36326.16,39882.1,177379.38,88585.71,44589.78,64570.75,1.62,-0.035,2.81,4.18,20090929
002298,鑫龙电器,电气设备,安徽,1000.11,35451.87,42138.03,216429.52,153408.38,31511.58,51705.18,1.23,0.005,3.1,6.62,20090929
002299,圣农发展,农业综合,福建,0,89981.52,111090,1000800.88,211897.52,627637.63,171871.63,1.55,-0.175,3.28,4.52,20091021
002300,太阳电缆,电气设备,福建,67.49,45221.14,45225,290424.5,144137.17,85217.15,34801.35,0.77,0.036,2.75,3.55,20091021
002301,齐心集团,文教休闲,深圳,344.89,34068.78,37614.39,197766.73,113186.88,64260.98,38000.62,1.01,0.019,3.02,8.58,20091021
002302,西部建设,水泥,新疆,0,27091.33,51611.69,1014004.63,726767.06,248727.59,156874.88,3.04,-0.183,7.02,2.53,20091103
002303,美盈森,造纸,深圳,140.57,75523.17,143040,305855.16,180588.38,75727.8,51679.78,0.36,0.042,1.58,15.09,20091103
002304,洋河股份,白酒,江苏,13.01,122824.71,150698.8,3120270.75,1817954.25,640255.25,117231.32,0.78,1.478,14.57,5.28,20091106
002305,南国置业,区域地产,湖北,52.28,109456.63,145434.84,1290506.63,1188209.63,3180.06,10988.92,0.08,0.027,2.08,2.69,20091106
002306,*ST云网,酒店餐饮,北京,0,65750.6,80000,93278.38,42111.87,34309.71,21994.99,0.27,-0.065,-0.18,-52.05,20091111
002307,北新路桥,建筑施工,新疆,284.37,55731.3,55732.71,1008475.63,665001.06,66186.25,33442.85,0.6,0.008,2.3,3.86,20091111
002308,威创股份,电脑设备,广东,0,83550.63,83559.15,227646.05,119228.51,49004.78,57872.63,0.69,-0.022,2.46,12.58,20091127
002309,中利科技,电气设备,江苏,0,35519.5,56829.23,1566002.25,1123407.5,299965.19,229837.05,4.04,-0.093,7.29,4.58,20091127
002310,东方园林,建筑施工,北京,0,55350.08,100871.2,1211892.38,1138507.88,4090.66,171242.91,1.7,-0.079,5.57,6.87,20091127
002311,海大集团,饲料,广东,484.91,60504.35,153736.31,864019,483075.81,254868.27,171149.06,1.11,0.008,2.89,5.49,20091127
002312,三泰控股,电脑设备,四川,0,54161.71,77302.71,257737.16,165438.27,58277.55,81275.18,1.05,-0.054,2.08,11.84,20091203
002313,日海通讯,通信设备,深圳,0,23497.5,31200,437166.56,349616.5,47369.62,114817.77,3.68,-0.05,6.13,2.01,20091203
002314,雅致股份,其他建材,深圳,0,57984.14,171975.5,305149.19,157617.8,112541.27,85358.57,0.5,-0.016,2.21,3.51,20091203
002315,焦点科技,互联网,江苏,92.29,6021.45,11750,216152,182482.77,2589.96,115546.61,9.83,0.198,15.85,4.62,20091209
002316,键桥通讯,软件服务,深圳,214.63,31466.41,39312,178653.31,126754.72,10351.53,24038.57,0.61,0.013,2.13,5.18,20091209
002317,众生药业,中成药,广东,35.98,23028.13,36940.8,234231.97,150194.38,46720.57,78878.82,2.14,0.176,5.21,4.85,20091211
002318,久立特材,特种钢,浙江,117.7,32238.84,33660.23,368878.13,184591.34,128552.4,117533.55,3.49,0.093,7.24,6.04,20091211
002319,乐通股份,染料涂料,广东,0,19979.53,20000,100049.9,45817.03,40933.37,19110.27,0.96,-0.018,2.78,5.93,20091211
002320,海峡股份,水运,海南,53.95,42587.62,42588,231199.27,60425.07,135299.77,101585.17,2.39,0.127,4.73,5.8,20091216
002321,华英农业,农业综合,河南,57.51,42345.83,42580,462129.34,263781.47,134314.77,88509.02,2.08,0.032,3.47,2.1,20091216
002322,理工监测,电气设备,浙江,0,26057.85,28252,129612.61,100425,18960.88,47929.98,1.7,-0.03,4.34,2.98,20091218
002323,中联电气,电气设备,江苏,144.73,8350.16,10758.79,96498.27,64658.46,24230.63,55957.8,5.2,0.038,7.97,2.77,20091218
002324,普利特,塑料,上海,19.63,15582.66,27000,291439.19,173887.5,66879.75,57770.07,2.14,0.317,6.17,4.04,20091218
002325,洪涛股份,装修装饰,深圳,73.19,49748.92,80123.39,587251.44,527731.44,25076.8,114081.77,1.42,0.106,3.74,8.32,20091222
002326,永太科技,化工原料,浙江,102.07,41879.12,79870.28,253221.5,111789.11,80412.56,107408.77,1.34,0.048,2.17,9.01,20091222
002327,富安娜,服饰,深圳,18.93,44893.82,85848.38,280444.44,196534.95,42974.64,52616.81,0.61,0.118,2.64,3.38,20091230
002328,新朋股份,专用机械,上海,38.34,32755.64,45000,407999.5,243855.66,121142.4,121775.36,2.71,0.054,4.95,1.67,20091230
002329,皇氏集团,乳制品,广西,392.41,14499.03,26643.31,227915.91,84904.49,48973.15,101659.77,3.82,0.044,5.88,11.83,20100106
002330,得利斯,食品,山东,41.29,43714,50200,159671.16,56458.1,84156.15,48416.48,0.96,0.043,2.63,2.73,20100106
002331,皖通科技,软件服务,安徽,135.91,19319.34,29193.91,155739.56,124082.02,12489.41,60215.53,2.06,0.034,4.01,4.58,20100106
002332,仙琚制药,生物制药,浙江,134.9,46085.44,51210,284728.03,150659.81,98765.21,41155.1,0.8,0.023,2.39,5.17,20100112
002333,罗普斯金,铝,江苏,0,24248.49,25130.17,171646.81,63261.07,52433.63,70568.82,2.81,-0.063,5.27,2.54,20100112
002334,英威腾,电气设备,深圳,67.87,50949.28,71501.67,182194.05,132604.77,9530.83,53199.28,0.74,0.027,2.06,3.62,20100113
002335,科华恒盛,电气设备,福建,117.44,18286.38,22419.55,219223.2,149692.98,28684.43,41566.73,1.85,0.045,5.1,4.19,20100113
002336,人人乐,超市连锁,深圳,58.11,40000,40000,681374.56,454546.19,92235.61,247589.8,6.19,0.11,6.91,3.69,20100113
002337,赛象科技,化工机械,天津,131.76,56406.82,59460,178288.22,119763.15,24958.95,42517.85,0.72,0.017,2.16,4.03,20100115
002338,奥普光电,电器仪表,吉林,119.05,11863.95,12000,94527.2,67055.21,21425.92,36559.17,3.05,0.107,6.03,8.44,20100115
002339,积成电子,电气设备,山东,0,28414.25,37889.6,184753.23,136807.22,21081.4,45904.28,1.21,-0.026,3.54,6.59,20100122
002340,格林美,小金属,深圳,94.63,116860.32,120099.21,1177635.25,487439.06,252872.2,266561.88,2.22,0.037,3.57,3.92,20100122
002341,新纶科技,化工原料,深圳,108.97,25643.08,37344,349993.5,156405,58742.5,78432.03,2.1,0.026,4.18,2.71,20100122
002342,巨力索具,机械基件,河北,150.28,78625.75,96000,395057.66,192173.44,146907.47,67330.1,0.7,0.01,2.49,2.33,20100126
002343,禾欣股份,塑料,浙江,77.46,14360.95,19812,176076.88,109201.6,56667.07,63895.35,3.23,0.07,6.12,3.52,20100126
002344,海宁皮城,商品城,浙江,23.24,110275.78,112000,877206.13,320624.38,62436.4,44090.69,0.39,0.149,4.24,3.28,20100126
002345,潮宏基,服饰,广东,51.58,83212,84511.11,443060.5,283208.41,26864.49,90478.38,1.07,0.095,2.94,6.65,20100128
002346,柘中股份,水泥,上海,89.8,7000,44157.53,165858.47,83724.32,15547.92,44081.5,1,0.046,3.29,5.03,20100128
002347,泰尔重工,机械基件,安徽,545.99,14479.99,22467.52,174026.97,112810.51,29727.97,74528.06,3.32,0.01,5.83,3.78,20100128
002348,高乐股份,文教休闲,广东,126.14,35566.39,47360,120814.02,64534.91,10215.44,43614.65,0.92,0.031,2.53,6.18,20100203
002349,精华制药,中成药,江苏,128.67,19737.91,26000,185277.31,111905.82,40958.76,89623.13,3.45,0.052,5.37,4.98,20100203
002350,北京科锐,电气设备,北京,517.4,21821.63,21828,160330.2,111377.72,19570.61,49238.19,2.26,0.007,4.95,2.99,20100203
002351,漫步者,电脑设备,深圳,64.71,13387.05,29400,179975.31,145566.72,21925.14,101187.02,3.44,0.089,5.77,3.98,20100205
002352,鼎泰新材,钢加工,安徽,103.25,4905.83,7783.08,93419.43,63428.05,22685.61,57999.61,7.45,0.081,9.3,3.6,20100205
002353,杰瑞股份,化工机械,山东,190.49,57660.62,95988.45,1089356,841617.88,130938.36,376546.72,3.92,0.058,8.25,5.38,20100205
002354,天神娱乐,互联网,辽宁,73.64,6052,22292.86,135666.38,45864,929.85,-21476.49,-0.96,0.329,3.3,29.42,20100209
