code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
600310,桂东电力,水力发电,广西,0,27592.5,27592.5,931469.5,207708.8,266738.5,57637.76,2.09,-0.183,14.18,2.22,20010228
600311,荣华实业,黄金,甘肃,959.56,66560,66560,97401.46,61241.26,30381.15,21943.92,0.33,0.002,1.34,4.75,20010626
600312,平高电气,电气设备,河南,306.27,81896.61,113748.54,1021022.63,678792.5,165488.27,302354.59,2.66,0.018,5.18,4.36,20010221
600313,农发种业,种植业,北京,0,30420,36728.73,235506.13,156862.02,21990.78,63104.01,1.72,-0.023,3.08,3.43,20010119
600315,上海家化,日用化工,上海,35.65,67046.54,67236.67,618354.19,477705.09,21107.17,114852.17,1.71,0.282,5.95,6.77,20010315
600316,XD洪都航,航空,江西,8138.38,71711.45,71711.45,915318.63,531523.63,80257.15,314086.25,4.38,0.001,6.94,3.21,20001215
600317,营口港,港口,辽宁,63.73,329271.5,647298.31,1720522.38,355611.25,1164363,155388.09,0.24,0.023,1.5,3.94,20020131
600318,巢东股份,水泥,安徽,106.71,24200,24200,207210.27,43367.15,146816.13,35382.21,1.46,0.037,4.52,3.49,20001208
600319,亚星化学,化工原料,山东,0,31559.4,31559.4,230404.25,90368.03,124911.52,71594.9,2.27,-0.148,0.41,25.48,20010326
600320,振华重工,工程机械,上海,203.24,276833.13,439029.47,5205298.5,2293902.5,1472954.63,554317.63,1.26,0.01,3.35,2.49,20001221
600321,国栋建设,其他建材,四川,0,118088,151055,377056.75,97522.15,187233.7,100989.55,0.67,-0.005,1.8,2.89,20010524
600322,天房发展,区域地产,天津,42.18,110570,110570,1987292.75,1868971.25,12762.8,220524.2,1.99,0.032,4.18,1.31,20010910
600323,瀚蓝环境,水务,广东,30.74,48792.32,76626.39,1136873.5,182587.81,297819.97,174522.23,2.28,0.106,5.41,2.41,20001225
600325,华发股份,区域地产,广东,28.71,81704.56,81704.56,7386685.5,7034631,56277.45,165250.06,2.02,0.113,8.58,1.52,20040225
600326,西藏天路,建筑施工,西藏,0,54720,54720,327951.25,152536.22,121266.42,19178.25,0.35,-0.006,2.05,4.19,20010116
600327,大东方,百货,江苏,19.45,52171.17,52171.17,423032.69,192369.77,114387.51,3613.53,0.07,0.129,2.91,3.44,20020625
600328,XD兰太实,化工原料,内蒙,0,35911.8,35911.8,698121.81,171941.81,389750.06,37479.46,1.04,-0.045,3.45,2.91,20001222
600329,中新药业,中成药,天津,29.92,53620.37,73930.88,568544.81,356806.69,79191.25,52270.45,0.71,0.162,3.91,4.94,20010606
600330,天通股份,元器件,浙江,219.3,58881.83,83047.14,481728.66,301741.75,119201.3,262142.7,3.16,0.014,5.31,2.33,20010118
600331,宏达股份,铅锌,四川,0,103200,203200,985280.38,380633.91,258399.02,307788.22,1.51,-0.014,2.08,2.86,20011220
600332,白云山,中成药,广东,27.77,103633.96,129107.92,1491345,956057.5,183740.55,248639.5,1.93,0.283,6.28,5,20010206
600333,长春燃气,供气供热,吉林,802.67,49601.98,52961.98,457336.41,96764.6,212627.34,56331.18,1.06,0.004,3.6,3.79,20001211
600335,国机汽车,汽车配件,天津,36.51,56000.46,62714.57,3549702.5,3207286,132244.11,124194.55,1.98,0.26,8.37,4.53,20010305
600336,澳柯玛,家用电器,山东,42.63,68007.2,68207.2,323438.75,181436.72,60702.38,50062.37,0.73,0.034,1.49,3.93,20001229
600337,美克家居,家居用品,新疆,46.76,64205.98,64646.23,409686.03,217631.16,114676.88,94943.96,1.47,0.064,4.47,2.69,20001127
600338,西藏珠峰,铅锌,西藏,0,15833.33,15833.33,50745.55,34488.45,10372.6,4995.71,0.32,-0.094,0.14,223.39,20001227
600339,天利高新,石油加工,新疆,0,57815.46,57815.46,397633.63,59529.71,284821.59,45029.26,0.78,-0.12,1.62,3.72,20001225
600340,华夏幸福,区域地产,河北,21.98,264575.94,264575.94,12334142,11653992,195696.38,2085.38,0.01,0.264,3.97,5.84,20031230
600343,航天动力,航空,陕西,719.63,57536.64,63820.64,385127.81,274856.44,77628.71,118342.05,1.85,0.008,3.41,6.45,20030408
600345,长江通信,通信设备,湖北,83.63,19800,19800,170203.11,83851.74,5531.08,37733.15,1.91,0.046,6.02,2.57,20001222
600346,大橡塑,化工机械,辽宁,0,29034.21,29034.21,303381.28,134695.81,143148.81,59099.96,2.04,-0.114,2.12,7.88,20010820
600348,阳泉煤业,煤炭开采,山西,66.96,240500,240500,3051365,1082746.38,777279.31,0,0,0.028,5.47,1.35,20030821
600350,山东高速,路桥,山东,25.33,481116.59,481116.59,4298281.5,1785898.38,820650.63,489265.09,1.02,0.076,4.48,1.71,20020318
600351,亚宝药业,中成药,山西,26.97,63295.19,69200,347190.63,131531.42,161323.88,40223.43,0.58,0.099,2.72,3.93,20020926
600352,浙江龙盛,染料涂料,浙江,9.89,305993.19,325333.19,2460800.25,1584027.38,490864.44,315094.06,0.97,0.358,3.99,3.55,20030801
600353,旭光股份,元器件,四川,147.31,54372,54372,125790.22,94836.25,22971.82,36128.55,0.66,0.012,1.82,4,20021120
600354,敦煌种业,种植业,甘肃,0,44780.21,44780.21,350376.81,244665.59,71784.63,51694.96,1.15,-0.114,1.39,5.26,20040115
600355,精伦电子,元器件,湖北,857.21,24604.46,24604.46,62433.55,44865.39,14913.84,32707.93,1.33,0.006,1.71,12.13,20020613
600356,恒丰纸业,造纸,黑龙江,36.34,29873.14,29873.14,267971.31,136969.73,104521.86,77823.5,2.61,0.06,6.35,1.38,20010419
600358,国旅联合,旅游服务,江苏,629.49,43200,43200,71620.99,12159.55,40439.93,5777.12,0.13,0.005,0.68,18.21,20000922
600359,新农开发,农业综合,新疆,138.93,32100,38151.28,235124.72,139773.09,65539.61,112245.22,2.94,0.021,2.61,4.43,19990429
600360,华微电子,半导体,吉林,144.18,73808,73808,362101.53,195892.52,104939.05,48871.96,0.66,0.01,2.67,2.27,20010316
600361,XD华联综,超市连锁,北京,9.32,66580.78,66580.78,1260015.25,962790.19,60995.96,167671.31,2.52,0.21,4.85,1.61,20011129
600362,江西铜业,铜,江西,106.33,207524.73,346272.94,9473517,6640529.5,1817230.75,1168589.5,3.37,0.039,13.26,1.25,20020111
600363,联创光电,元器件,江西,39.29,42280.67,44347.67,335498.38,181455.91,52325.78,63493.96,1.43,0.063,4.08,2.43,20010329
600365,通葡股份,红黄药酒,吉林,503.93,14000,20000,93718.8,64220.69,10756.57,74790.86,3.74,0.013,3.44,7.84,20010115
600366,宁波韵升,电器仪表,浙江,46.91,51449.76,53497.76,392002.13,227728.91,80608.68,29575.71,0.55,0.187,6.21,5.65,20001030
600367,XD红星发,化工原料,贵州,0,29120,29120,180720.72,117369.82,39005.94,28521.06,0.98,-0.023,4.18,2.14,20010320
600368,五洲交通,路桥,广西,30,83380.15,83380.15,1436293.88,463588.41,728927.69,57996.68,0.7,0.045,3.61,1.48,20001221
600369,西南证券,证券,重庆,13.99,232255.45,282255.47,6580796,0,29403.5,1068004,3.78,0.342,6.25,3.06,20010109
600370,三房巷,纺织,江苏,64.06,31889.76,31889.76,156536.86,110610.17,41824.57,53735.46,1.69,0.036,3.76,2.42,20030306
600371,万向德农,种植业,黑龙江,155.8,20460,20460,75588.75,43120.15,16555.67,3237.5,0.16,0.031,1.9,10.14,20020916
600372,中航电子,航空,北京,169.72,175916.3,175916.3,1441624.38,1001388.81,223759.05,99949.93,0.57,0.034,2.99,7.67,20010706
600373,中文传媒,出版业,江西,26.81,118568.14,137794,1527319.38,942600.19,127823.47,543615.06,3.95,0.25,6.71,3.71,20020304
600375,华菱星马,汽车整车,安徽,0,53124.14,55574.05,928217.19,444274.84,325875.19,266488.34,4.8,-0.172,6.24,1.41,20030401
600376,首开股份,区域地产,北京,13.98,224201.25,224201.25,10084900,9179683,82728.43,405206.97,1.81,0.273,6.77,2.26,20010312
600377,XD宁沪高,路桥,江苏,14.39,379798.13,503774.75,2789573.25,560883.38,115664.57,748196.81,1.49,0.141,4.18,1.94,20010116
600378,天科股份,化工原料,四川,73.57,29719.33,29719.33,109270.56,76396.25,29761.93,15308.55,0.52,0.044,2.46,5.29,20010111
600379,宝光股份,电气设备,陕西,203.87,23585.83,23585.83,75801.31,50174.4,23790.1,758.28,0.03,0.02,1.75,9.3,20020116
600380,健康元,化学制药,深圳,23.46,154583.59,158387.92,1261977,566062.25,398371.97,48375.25,0.31,0.113,2.97,3.55,20010608
600381,青海春天,医疗保健,青海,201.58,19892.58,68831.39,185779.98,146570.06,9870.19,13269.45,0.19,0.03,2.05,8.63,20010508
600382,广东明珠,商贸代理,广东,71.73,34174.66,34174.66,291433.72,117368.5,3455.26,9316.7,0.27,0.042,7.31,1.64,20010118
600383,金地集团,全国地产,深圳,208.07,449146.34,449146.34,13048711,11323682,27853.6,483930.81,1.08,0.017,7.04,2.07,20010412
600385,山东金泰,黄金,山东,444.02,14277.37,14810.7,16673.17,14946.02,82.94,29904.44,2.02,0.008,0.37,39.9,20010723
600386,北巴传媒,公共交通,北京,38.14,40320,40320,269302.22,157108.19,48743.78,64700.63,1.6,0.075,4.37,2.62,20010216
600387,海越股份,石油贸易,浙江,860.58,38571,38610,950277.81,218781.45,209740.63,16947.42,0.44,0.004,3.47,4.35,20040218
600388,龙净环保,专用机械,福建,55.06,106905,106905,1182603.5,1009382.38,87286.36,95008.46,0.89,0.057,3,4.16,20001229
600389,江山股份,农药化肥,江苏,123.48,19800,19800,311941.06,87098.78,175322.02,21455.31,1.08,0.043,6.78,3.14,20010110
600390,金瑞科技,小金属,湖南,6593.32,38194.67,39065.75,230290.05,117363.95,73420.43,57899.78,1.48,0,2.27,4.46,20010115
600391,成发科技,航空,四川,0,33012.94,33012.94,461818.06,272121.78,145077.67,101153.42,3.06,-0.011,5.05,7.45,20011212
600392,盛和资源,小金属,山西,103.42,15660,37641.57,169098.02,135661.56,16127.55,1038.08,0.03,0.042,3.38,5.13,20030529
600393,东华实业,全国地产,广东,67.48,28950.5,30000,337350.44,289042,8642.73,21662.51,0.72,0.035,3.33,2.81,20010319
600395,盘江股份,煤炭开采,贵州,387.94,165505.19,165505.19,1078516.25,387099,287725.84,233941.05,1.41,0.01,3.67,4.28,20010531
600396,金山股份,火力发电,辽宁,12.79,81280,86866.43,1494194.88,119559.15,1280329.13,47159.53,0.54,0.16,2.6,3.16,20010328
600397,安源煤业,煤炭开采,江西,1688.7,98995.97,98995.97,942008.19,427207.56,326230,184667.81,1.87,0.001,3.54,1.79,20020702
600398,海澜之家,服饰,江苏,22.03,153121.95,449275.78,2088152.38,1670115.5,242990.59,201740.47,0.45,0.193,1.76,9.67,20001228
600399,抚顺特钢,特种钢,辽宁,42.74,112962.28,130000,1236979.88,693327.38,279687.5,73457.43,0.57,0.047,1.39,5.74,20001229
600400,红豆股份,服饰,江苏,88.07,56039.96,56039.96,599171.88,463173.84,40567.71,25329,0.45,0.024,2.6,3.22,20010108
600401,*ST海润,半导体,江苏,164.91,324743.5,472493.5,1497425.5,653144.38,626639.88,440573.69,0.93,0.005,1.02,3.26,20030924
600403,大有能源,煤炭开采,河南,0,239081.23,239081.23,1743061.63,704402.25,518192.31,32854.75,0.14,-0.028,4.1,1.82,20031009
600405,动力源,电气设备,北京,0,42389.28,42389.28,178495.38,119299.81,32011.59,10894.23,0.26,-0.048,1.71,6.03,20040401
600406,国电南瑞,软件服务,江苏,1021.35,220575.34,242895.31,1411574.13,1277490.88,49126.01,114843.95,0.47,0.004,2.95,5.29,20031016
600408,*ST安泰,焦炭加工,山西,0,100680,100680,760875.5,450720.91,264996.59,145310.23,1.44,-0.24,1.25,4.92,20030212
600409,三友化工,化工原料,河北,100.66,185038.55,185038.55,2023650.75,512136.06,1256359,236541.13,1.28,0.021,3.31,2.5,20030618
600410,华胜天成,软件服务,北京,242.07,63744.55,64132.39,661809.44,471869.09,19871.21,64295.86,1,0.049,3.66,13.07,20040427
600415,小商品城,商品城,浙江,112.09,544321.44,544321.44,2798764.75,1180004.5,541397.31,146848.05,0.27,0.022,1.64,6.12,20020509
600416,湘电股份,电气设备,湖南,0,60848.44,74340.52,1783001.63,1433871.25,139090.69,257985.09,3.47,-0.033,5.07,4.46,20020718
600418,江淮汽车,汽车整车,安徽,17.62,82961.7,146323.3,3018073.25,1728608.75,783081.06,128177.1,0.88,0.17,5.62,1.84,20010824
600419,天润乳业,乳制品,新疆,187.08,8021.08,8638.94,53577.8,17603.95,27962.25,28187.18,3.26,0.057,3.14,13.62,20010628
600420,现代制药,化学制药,上海,39.13,28773.33,28773.33,410597.38,188649.17,149946.45,7418.71,0.26,0.183,4.24,6.75,20040616
600421,仰帆控股,机械基件,湖北,6447.93,19560,19560,8351.8,2868.99,4037.12,19584.88,1,0,0.03,358.42,20040607
600422,昆药集团,中成药,云南,38.16,34028.64,34113.01,321537.63,199067.41,46125.3,84602,2.48,0.221,5.69,5.93,20001206
600423,柳化股份,农药化肥,广西,0,39934.75,39934.75,560016.88,210948.66,302617.09,51815.19,1.3,-0.087,3.18,1.79,20030717
600425,青松建化,水泥,新疆,0,137879.02,137879.02,1180829.5,257493.77,467852.84,320171.16,2.32,-0.109,3.74,1.68,20030724
600426,华鲁恒升,农药化肥,山东,14.41,95362.5,95362.5,1292582.25,272539.56,937755.88,232806.09,2.44,0.257,7.19,2.06,20020620
600428,中远航运,水运,广东,17.72,169044.64,169044.64,1806560.63,347093.97,1218463.75,225444.52,1.33,0.15,4.02,2.65,20020418
600429,三元股份,乳制品,北京,536.22,88500,149755.75,743747.63,492226.94,118503.07,426938.81,2.85,0.004,3.7,2.61,20030915
600432,吉恩镍业,小金属,吉林,0,81112.15,160372.39,2653110,1398531.25,1008630.38,625202.19,3.9,-0.093,5,2.19,20030905
600433,冠豪高新,造纸,广东,277.28,119028,127131.54,391517.56,131738.88,82768.03,69587.4,0.55,0.008,1.92,4.82,20030619
600435,北方导航,专用机械,北京,688.33,74466,74466,387616.22,222052.45,98368.27,77540.53,1.04,0.012,2.72,12.33,20030704
600436,片仔癀,中成药,福建,49.97,40221.14,40221.14,377324,242972.47,27211.65,103078.71,2.56,0.289,7.59,7.6,20030616
600438,通威股份,饲料,四川,0,68752,81710.96,703675.63,390141.63,199788.47,45497.78,0.56,-0.039,2.82,3.3,20040302
600439,瑞贝卡,服饰,河南,30.77,94332.11,94332.11,449707.09,359145.34,47064.8,43712.67,0.46,0.043,2.43,2.17,20030710
600444,*ST国通,塑料,安徽,0,10500,10500,44066.59,23585.61,18467.24,11042.08,1.05,-0.038,-0.26,-66.81,20040219
600446,金证股份,软件服务,深圳,233.29,26540.75,27683.55,212562.95,126821.51,7305.22,5122.7,0.19,0.109,3.27,31.06,20031224
600448,华纺股份,纺织,山东,162.58,39939.37,42236.41,222764.67,132448.61,55528.3,65484.18,1.55,0.012,1.97,4.06,20010903
600449,宁夏建材,水泥,宁夏,0,47818.1,47818.1,806362.5,236022.25,472917.94,202544.02,4.24,-0.169,8.69,1.05,20030829
600452,涪陵电力,火力发电,重庆,5.3,16000,16000,101634.55,38012.84,41472.14,26875.4,1.68,0.846,4.14,4.33,20040303
600455,博通股份,软件服务,陕西,254.33,4971.77,6245.79,67283.71,14471.95,46054.8,14566.34,2.33,0.028,2.13,13.56,20040329
600456,宝钛股份,小金属,陕西,0,43026.57,43026.57,739958.69,411505.66,267890.97,237071.52,5.51,-0.046,8.36,2.07,20020412
600458,时代新材,塑料,湖南,19.62,66142.21,66142.21,1040393.88,621939,235739.95,173749.66,2.63,0.262,4.35,4.72,20021219
600459,贵研铂业,小金属,云南,71.62,26097.76,26097.76,298771.94,207641.11,41912.67,116742.17,4.47,0.056,6.75,2.38,20030516
600460,士兰微,半导体,浙江,77.89,124716.79,124716.79,396742.22,215004.97,103957.05,17092,0.14,0.024,1.94,3.78,20030311
600461,洪城水业,水务,江西,20.38,33000,33000,505191.84,69717.81,101344.36,117392.67,3.56,0.161,5.78,2.27,20040601
600462,石岘纸业,造纸,吉林,0,53378,53378,42511.28,20136.13,20306.24,64306.44,1.2,-0.003,0.6,22.15,20030903
600463,空港股份,园区开发,北京,105.12,25200,25200,269555.69,196988.55,4952.49,9812.67,0.39,0.03,3.1,4.11,20040318
600466,蓝光发展,中成药,四川,0,43900.58,211701.8,5097367.5,4390409,93233.11,8921.98,0.04,-0.05,3.15,2.7,20010212
600467,好当家,渔业,山东,135.88,73049.71,73049.71,479099.91,142115.66,237178.3,112897.7,1.55,0.011,3.98,1.47,20040405
600468,百利电气,电气设备,天津,158.77,45619.19,45619.19,145875.06,76160.71,29723.6,3513.87,0.08,0.022,1.42,9.69,20010615
600469,风神股份,汽车配件,河南,22.02,37494.21,37494.21,715359.75,346780.47,315626.31,79476.9,2.12,0.145,7.57,1.69,20031021
600470,六国化工,农药化肥,安徽,0,52160,52160,680883.25,243047.45,356723.66,126267.7,2.42,-0.012,3.84,1.68,20040305
600475,华光股份,专用机械,江苏,31.63,25600,25600,470213.69,377949.91,66600.35,8955.99,0.35,0.11,5.45,2.55,20030721
600476,湘邮科技,软件服务,湖南,0,16107,16107,34731.68,27592.68,5980.93,13140.44,0.82,-0.027,1.41,21.36,20031210
600477,杭萧钢构,钢加工,浙江,170.93,60249.57,73838.46,626943.13,528632.31,70608.5,27791.9,0.38,0.015,1.64,6.09,20031110
600478,科力远,元器件,湖南,0,85002.34,92738.02,261700.17,87983.09,84063.15,44273.65,0.48,-0.025,1,15.45,20030918
600479,千金药业,中成药,湖南,48.09,30481.91,30481.91,222847.27,143179.47,39934.98,21001.59,0.69,0.065,3.75,3.34,20040312
600480,凌云股份,汽车配件,河北,42.81,36171.48,36171.48,794625.19,480389.41,163242,64313.3,1.78,0.088,5.66,2.67,20030815
600481,双良节能,化工原料,江苏,60.23,81011.28,81011.28,749835.69,332089.78,297449.13,81647.4,1.01,0.065,2.82,5.56,20030422
600482,风帆股份,电气设备,河北,148.91,52434.19,53650,427400.41,226783.41,97874.7,129881.61,2.42,0.071,3.93,10.79,20040714
600483,福能股份,火力发电,福建,32.07,28848.36,125834.72,1403322.38,261796.92,958945.13,81703.86,0.65,0.083,4.69,2.28,20040531
600485,信威集团,通信设备,北京,75.56,13858.59,292374.28,1332084.88,1036837.69,44112.03,505171.66,1.73,0.14,3.64,8.69,20030807
600486,扬农化工,农药化肥,江苏,15.21,30989.89,30989.89,442523.84,319827.84,102377.6,81536.68,2.63,0.39,9.17,2.59,20020425
600487,亨通光电,通信设备,江苏,58.33,38375.64,41375.64,1295717.38,854984.88,310450.38,176459.81,4.26,0.121,9.99,2.83,20030822
600488,天药股份,化学制药,天津,103.2,89228.49,96085.49,294141.03,142328.45,128870.3,60855.96,0.63,0.015,2.49,2.48,20010618
600489,中金黄金,黄金,北京,422.37,294322.88,294322.88,3062157.5,943357.38,732704.88,166052.41,0.56,0.006,3.38,3.04,20030814
600490,鹏欣资源,化工原料,上海,203.61,147900,147900,424151,171127.5,206313.72,16710.35,0.11,0.01,1.12,7.27,20030626
600491,龙元建设,建筑施工,浙江,43.94,94760,94760,2077998.63,2004058.38,30219.25,43174.71,0.46,0.04,3.54,1.97,20040524
600493,XD凤竹纺,纺织,福建,458.21,27200,27200,103073.5,39718.43,42190.81,19092.56,0.7,0.005,2.33,4.3,20040421
600495,晋西车轴,运输设备,山西,850.19,110332.09,120819.09,432403.25,280056.09,76687.21,169761.25,1.41,0.002,2.53,2.99,20040526
600496,精工钢构,钢加工,安徽,36.39,129044.52,151044.52,942212.5,742786.31,93162.13,115046.72,0.76,0.031,2.26,1.97,20020605
600497,XD驰宏锌,铅锌,云南,267.84,166756.09,166756.09,3280498.25,399817.88,1004326.81,403789.78,2.42,0.009,4.27,2.3,20040420
600498,烽火通信,通信设备,湖北,52.09,96670.45,104691.84,1619844,1377516.38,139221.27,286557.75,2.74,0.092,6.32,3.05,20010823
600499,科达洁能,专用机械,广东,39.58,66908.18,70573.21,774813.19,426403.44,162313.05,112557.4,1.59,0.187,5.38,5.51,20021010
600500,XD中化国,商贸代理,上海,47.53,172312.45,208301.27,3410971.5,1575833,573293.94,445410.41,2.14,0.058,5.23,2.12,20000301
600501,航天晨光,汽车配件,江苏,235.2,38928.35,42128.35,394460.06,238012.91,94498.15,49995,1.19,0.017,3.24,4.95,20010615
600502,安徽水利,建筑施工,安徽,45.06,50193,53191.01,1193994.88,920506.38,82715.68,2731.17,0.05,0.081,3.59,4.04,20030415
600503,华丽家族,区域地产,上海,1599.37,109947.67,160229,438268.81,376123,512.62,118025.1,0.74,0.002,2.24,4.98,20020709
600505,西昌电力,水力发电,四川,0,36456.75,36456.75,182225.16,20763.82,127131.51,7618.86,0.21,-0.018,2.54,3.18,20020530
600506,香梨股份,种植业,新疆,0,14770.69,14770.69,28569.05,7282.97,4888.91,22398.22,1.52,-0.012,1.83,7.16,20011226
600507,方大特钢,特种钢,江西,36.36,132609.3,132609.3,911114.19,415964.53,276444.25,5763.58,0.04,0.051,2.3,3.22,20030930
600508,上海能源,煤炭开采,上海,161.61,72271.79,72271.79,1431553.75,244577.5,714027.88,89039.17,1.23,0.017,11.06,0.97,20010829
600509,天富能源,火力发电,新疆,17.87,83869.65,90569.65,1455072.75,329075.22,492090.69,256670.52,2.83,0.143,5,2.04,20020228
600510,XD黑牡丹,全国地产,江苏,32.3,79552.27,79552.27,1764232.75,1655466.75,38207.8,167148.16,2.1,0.078,5.92,1.7,20020618
600511,国药股份,医药商业,北京,39.2,27764.33,47880,555146.81,435778.19,51145.62,2714.65,0.06,0.228,5.44,6.56,20021127
600512,腾达建设,建筑施工,浙江,338.51,73694.06,101803.72,505096.94,401284,12875.16,63312.96,0.62,0.003,2.03,1.95,20021226
600513,联环药业,化学制药,江苏,69.95,15210,16890.9,66281.67,42283.5,17503.5,8282.61,0.49,0.068,2.76,6.86,20030319
600515,海岛建设,百货,海南,5249.23,29556,42277.41,378832.44,141650.69,139793.63,55748.8,1.32,0.001,1.94,8.41,20020806
600516,方大炭素,矿物制品,甘肃,0,171916.03,171916.03,934420.13,622311.69,166147.17,167265.59,0.97,-0.007,3.33,2.99,20020830
600517,置信电气,电气设备,上海,151.39,111366.89,124452.22,514895.41,383234.28,48869.09,24982.7,0.2,0.017,1.87,5.5,20031010
600518,康美药业,中成药,广东,22.5,439742.91,439742.91,3176067.5,2438189.5,427797.09,475663.31,1.08,0.186,3.99,4.2,20010319
600519,贵州茅台,白酒,贵州,17.37,114199.79,114199.79,6876902.5,5045337.5,1043879.31,137496.44,1.2,3.822,50.6,5.25,20010827
600520,中发科技,机械基件,安徽,0,15389,15843,77884.21,39645.55,16843.4,37932.14,2.39,-0.071,2.92,12.37,20020108
600521,华海药业,化学制药,浙江,51.53,78375.59,78588.72,476705.16,251693.72,123790.25,92008.05,1.17,0.128,4.23,6.22,20030304
600522,中天科技,通信设备,江苏,30.94,70450.42,86276.75,1178076,811749.63,234442.91,386405.78,4.48,0.158,9.32,2.1,20021024
600523,贵航股份,汽车配件,贵州,80.44,28860.33,28879.38,364305.75,242394.59,66109.36,92832.31,3.21,0.062,6.46,3.07,20011227
600525,长园集团,电气设备,深圳,97.84,86351,88495.5,623207.5,340291.66,93348.03,11503.82,0.13,0.048,3.2,5.91,20021202
600526,菲达环保,专用机械,浙江,132.31,40688.94,54740.46,511930.44,445633.84,32468.15,66074.18,1.21,0.05,3.33,6.23,20020722
600527,江南高纤,化纤,江苏,356.53,80208.93,80208.93,186220.31,94582.25,48257.4,12842.05,0.16,0.005,2.2,3.16,20031127
600528,中铁二局,建筑施工,四川,89.89,145920,145920,5838972,5362410,167867.92,159785.48,1.1,0.038,4.21,3.28,20010528
600529,山东药玻,玻璃,山东,24.89,25738,25738,289522,160363.27,108106.65,58667.32,2.28,0.126,8.35,1.5,20020603
600530,交大昂立,生物制药,上海,59.76,31200,31200,274891.84,30786.49,21928.99,52828.71,1.69,0.095,6.88,3.32,20010702
600531,豫光金铅,铅锌,河南,425.12,29525.08,29525.08,849037.19,578977.44,219788.59,76675.06,2.6,0.015,4.61,5.37,20020730
600532,宏达矿业,普钢,山东,1698.9,16510.25,39623.44,206400.94,31560.35,89628.25,18538.42,0.47,0.002,3.05,3.82,20021031
600533,栖霞建设,区域地产,江苏,205.7,105000,105000,1421151.75,1218616.25,2119.61,104372.65,0.99,0.006,3.6,1.44,20020328
600535,天士力,中成药,天津,36.12,103284.27,108047.59,1402068.13,887557.63,274154.97,177416.91,1.64,0.32,6.26,7.38,20020823
600536,中国软件,软件服务,北京,0,48471.21,49456.28,402488.06,311667.28,33491.12,96492.43,1.95,-0.109,3.76,6.29,20020517
600537,亿晶光电,半导体,浙江,142.85,48587.12,58817.96,663185.94,346396.66,252048.17,111368.72,1.89,0.019,4.37,2.54,20030123
600538,国发股份,农药化肥,广西,0,27921.59,46440.12,97605.99,29762.28,32755.28,58689.13,1.26,-0.008,1.45,5.86,20030114
600539,*ST狮头,水泥,山西,0,23000,23000,92498.65,14133.4,5532.31,54635.78,2.38,-0.006,2.03,4.52,20010824
600540,新赛股份,种植业,新疆,0,30270.84,36224.87,294358.63,136959.09,80288.46,91344.71,2.52,-0.021,3.28,3,20040107
600543,莫高股份,红黄药酒,甘肃,53.17,32112,32112,124750.15,69656.11,30046.35,46593.48,1.45,0.047,3.37,2.94,20040324
600545,新疆城建,建筑施工,新疆,0,67578.57,67578.57,935912.88,736163.44,45859.7,56168.73,0.83,-0.085,3.01,3.31,20031203
600546,山煤国际,煤炭开采,山西,427.12,198245.59,198245.59,5121477,2860996,902344.88,224503.45,1.13,0.003,3.14,1.6,20030731
600547,山东黄金,黄金,山东,0,142307.23,142307.23,2270776,201171.56,796716.25,2693.95,0.02,-0.048,6.42,3,20030828
600548,深高速,路桥,深圳,19.52,143327.03,218077.03,2430055,413941.59,100761.93,227435.16,1.04,0.117,5.53,1.66,20011225
600549,厦门钨业,小金属,福建,213.91,88657.39,108157.39,1648602.38,849922.88,479853.19,360092.75,3.33,0.023,6.9,2.87,20021107
600550,保变电气,电气设备,河北,14.23,137299.09,153460.7,920763.88,610311.44,115394.75,366846.53,2.39,0.146,0.62,13.45,20010228
600551,时代出版,出版业,安徽,21.42,50582.53,50582.53,602830.88,405400.66,79814.59,134474.95,2.66,0.212,7.45,2.44,20020905
600552,方兴科技,玻璃,安徽,69.38,34223.94,35899.46,266479.13,148994.7,93939.96,94066.1,2.62,0.067,4.83,3.86,20021108
600555,九龙山,旅游景点,上海,0,97350,130350,322460.84,163049.02,10275.66,40388.62,0.31,-0.009,1.28,11.78,20010328
600556,慧球科技,软件服务,广西,1276.03,39479.37,39479.37,6226.77,6174.01,42.11,36218.37,0.92,0.003,0.01,1958.25,20010807
600557,康缘药业,中成药,江苏,40,36852.85,51370.76,413773.75,211927.91,109080.3,52043.3,1.01,0.159,5.02,5.06,20020918
600558,大西洋,钢加工,四川,132.12,36832.19,39893.55,263951.56,151228.2,46973.87,94708.45,2.37,0.037,4.51,4.32,20010227
600559,老白干酒,白酒,河北,98.56,14000,14000,224810.25,149786.36,52412.71,16641.51,1.19,0.155,4.92,12.46,20021029
600560,金自天正,电气设备,北京,104.27,22364.55,22364.55,188732.2,148227.84,15404.09,20672.05,0.92,0.035,3.18,4.64,20020919
600561,XD江西长,公路,江西,31.55,23706.4,23706.4,488546.44,141345.88,153025.19,47684.01,2.01,0.153,6.48,2.98,20020716
600562,国睿科技,通信设备,江苏,151.09,16817.85,25706.16,144167.09,128754.76,11439.1,2133.63,0.08,0.054,3.49,9.31,20030128
600563,法拉电子,元器件,福建,28.23,22500,22500,206004.81,154003.63,37832.28,26196.86,1.16,0.295,8.13,4.1,20021210
600565,迪马股份,全国地产,重庆,306.73,103278.03,234586.2,2464227.25,2412199.5,12848.44,237871.63,1.01,0.01,2.52,4.81,20020723
